Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,20 to 24,Female Victim,Knife or Sharp Implement,0,Aug-11,Murder,Solved,Hillingdon,White
1,35 to 44,Male Victim,Blunt Implement,0,Aug-11,Murder,Solved,Croydon,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Aug-11,Murder,Solved,Redbridge,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Aug-11,Murder,Solved,Enfield,Black
1,20 to 24,Male Victim,Shooting,0,Aug-11,Murder,Solved,Croydon,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Aug-11,Murder,Solved,Enfield,White
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,Sep-11,Murder,Solved,Islington,Asian
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,Sep-11,Murder,Solved,Brent,White
1,55 to 64,Male Victim,Other Methods of Killing,0,Sep-11,Murder,Solved,Barnet,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Sep-11,Murder,Solved,Redbridge,Asian
1,20 to 24,Female Victim,Knife or Sharp Implement,1,Sep-11,Murder,Solved,Brent,Black
1,35 to 44,Female Victim,Blunt Implement,1,Sep-11,Murder,Solved,Kingston Upon Thames,Asian
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Sep-11,Murder,Solved,Haringey,Asian
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Oct-11,Murder,Solved,Barking & Dagenham,Asian
1,45 to 54,Female Victim,"Physical Assault, no weapon",1,Oct-11,Murder,Solved,Croydon,White
1,55 to 64,Female Victim,Knife or Sharp Implement,0,Oct-11,Murder,Solved,Bexley,White
1,25 to 34,Male Victim,"Physical Assault, no weapon",0,Oct-11,Murder,Solved,Bexley,White
1,55 to 64,Male Victim,Blunt Implement,0,Oct-11,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Oct-11,Murder,Solved,Merton,Asian
1,25 to 34,Male Victim,Knife or Sharp Implement,1,Oct-11,Murder,Solved,Hackney,White
1,20 to 24,Male Victim,Shooting,0,Nov-11,Murder,Unsolved,Southwark,Asian
1,25 to 34,Female Victim,Knife or Sharp Implement,1,Nov-11,Murder,Solved,Southwark,Black
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,Nov-11,Murder,Solved,Wandsworth,White
1,35 to 44,Male Victim,Other Methods of Killing,1,Nov-11,Murder,Solved,Wandsworth,Black
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Nov-11,Murder,Solved,Brent,Black
1,65 and over,Male Victim,Blunt Implement,0,Nov-11,Murder,Solved,Haringey,White
1,20 to 24,Female Victim,Knife or Sharp Implement,1,Nov-11,Murder,Solved,Lewisham,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Nov-11,Murder,Solved,Greenwich,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Dec-11,Murder,Solved,Newham,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Dec-11,Murder,Solved,Bexley,White
1,25 to 34,Female Victim,Blunt Implement,1,Dec-11,Murder,Solved,Tower Hamlets,Asian
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Dec-11,Murder,Solved,Islington,White
1,35 to 44,Female Victim,Knife or Sharp Implement,1,Dec-11,Murder,Solved,Greenwich,Black
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,Dec-11,Murder,Solved,Tower Hamlets,Black
1,20 to 24,Female Victim,"Physical Assault, no weapon",1,Dec-11,Murder,Solved,Ealing,Asian
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Dec-11,Murder,Solved,Westminster,Black
1,20 to 24,Male Victim,Shooting,0,Jan-12,Murder,Solved,Camden,Black
1,20 to 24,Female Victim,Knife or Sharp Implement,1,Jan-12,Murder,Solved,Hackney,White
1,65 and over,Male Victim,Other Methods of Killing,0,Jan-12,Manslaughter,Unsolved,Hounslow,White
1,55 to 64,Male Victim,Other Methods of Killing,0,Jan-12,Murder,Solved,Bexley,White
1,25 to 34,Male Victim,Shooting,0,Feb-12,Murder,Solved,Haringey,White
1,25 to 34,Male Victim,"Physical Assault, no weapon",0,Feb-12,Murder,Solved,Wandsworth,Black
1,13 to 19,Female Victim,"Physical Assault, no weapon",0,Feb-12,Murder,Solved,Redbridge,Black
1,25 to 34,Female Victim,"Physical Assault, no weapon",1,Feb-12,Murder,Solved,Hammersmith & Fulham,White
1,65 and over,Male Victim,Other Methods of Killing,0,Feb-12,Manslaughter,Solved,Hillingdon,Black
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,Feb-12,Murder,Solved,Brent,Black
1,55 to 64,Male Victim,Knife or Sharp Implement,0,Feb-12,Murder,Unsolved,Lewisham,Black
1,45 to 54,Male Victim,"Physical Assault, no weapon",0,Feb-12,Murder,Solved,Croydon,Asian
1,65 and over,Male Victim,Other Methods of Killing,0,Feb-12,Manslaughter,Solved,Haringey,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Feb-12,Murder,Solved,Camden,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Mar-12,Murder,Solved,Lambeth,Black
1,25 to 34,Female Victim,Not known/Not Recorded,1,Mar-12,Murder,Solved,Squads etc,White
1,65 and over,Male Victim,Blunt Implement,0,Mar-12,Murder,Solved,Haringey,White
1,45 to 54,Female Victim,Knife or Sharp Implement,1,Mar-12,Murder,Solved,Ealing,White
1,65 and over,Female Victim,Knife or Sharp Implement,1,Mar-12,Murder,Solved,Lewisham,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Mar-12,Murder,Solved,Croydon,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Apr-12,Murder,Solved,Southwark,White
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Apr-12,Murder,Solved,Westminster,White
1,55 to 64,Male Victim,Blunt Implement,0,Apr-12,Murder,Solved,Croydon,White
1,55 to 64,Male Victim,Knife or Sharp Implement,0,Apr-12,Murder,Solved,Islington,White
1,25 to 34,Female Victim,Not known/Not Recorded,1,Apr-12,Murder,Solved,Camden,Other.
1,0 to 12,Male Victim,"Physical Assault, no weapon",0,May-12,Murder,Solved,Wandsworth,White
1,0 to 12,Female Victim,"Physical Assault, no weapon",0,May-12,Murder,Solved,Wandsworth,White
1,20 to 24,Male Victim,"Physical Assault, no weapon",0,May-12,Murder,Solved,Merton,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,May-12,Murder,Solved,Brent,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,May-12,Murder,Solved,Waltham Forest,Black
1,45 to 54,Female Victim,Knife or Sharp Implement,1,May-12,Murder,Solved,Haringey,Black
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,May-12,Murder,Solved,Newham,Asian
1,45 to 54,Male Victim,"Physical Assault, no weapon",0,May-12,Murder,Solved,Camden,White
1,25 to 34,Female Victim,Knife or Sharp Implement,1,May-12,Murder,Solved,Tower Hamlets,Asian
1,45 to 54,Female Victim,Not known/Not Recorded,1,May-12,Murder,Solved,Squads etc,White
1,13 to 19,Male Victim,"Physical Assault, no weapon",0,May-12,Murder,Solved,Redbridge,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,May-12,Murder,Solved,Tower Hamlets,Asian
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Jun-12,Murder,Solved,Sutton,White
1,20 to 24,Female Victim,Knife or Sharp Implement,0,Jun-12,Murder,Solved,Islington,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jun-12,Murder,Unsolved,Waltham Forest,Black
1,20 to 24,Male Victim,"Physical Assault, no weapon",0,Jun-12,Murder,Solved,Bromley,White
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Jun-12,Murder,Solved,Greenwich,Asian
1,55 to 64,Female Victim,"Physical Assault, no weapon",0,Jun-12,Murder,Solved,Kingston Upon Thames,White
1,0 to 12,Male Victim,Other Methods of Killing,0,Jun-12,Manslaughter,Solved,Bexley,Black
1,20 to 24,Male Victim,Shooting,0,Jun-12,Murder,Solved,Lewisham,Black
1,25 to 34,Male Victim,Shooting,0,Jun-12,Murder,Solved,Ealing,Black
1,45 to 54,Male Victim,"Physical Assault, no weapon",0,Jun-12,Murder,Solved,Westminster,White
1,45 to 54,Male Victim,"Physical Assault, no weapon",0,Jun-12,Murder,Solved,Westminster,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Jun-12,Murder,Solved,Newham,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,1,Jul-12,Murder,Solved,Hackney,Black
1,25 to 34,Male Victim,Shooting,0,Jul-12,Murder,Solved,Croydon,Asian
1,65 and over,Female Victim,Not known/Not Recorded,0,Jul-12,Murder,Unsolved,Greenwich,White
1,65 and over,Male Victim,"Physical Assault, no weapon",1,Jul-12,Murder,Solved,Islington,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Aug-12,Murder,Solved,Lewisham,Black
1,45 to 54,Female Victim,Knife or Sharp Implement,0,Aug-12,Murder,Solved,Squads etc,White
1,45 to 54,Male Victim,"Physical Assault, no weapon",0,Aug-12,Murder,Solved,Westminster,White
1,0 to 12,Female Victim,Not known/Not Recorded,0,Aug-12,Murder,Solved,Croydon,White
1,65 and over,Female Victim,Knife or Sharp Implement,0,Aug-12,Murder,Solved,Haringey,White
1,35 to 44,Male Victim,Blunt Implement,0,Aug-12,Murder,Solved,Newham,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Aug-12,Murder,Solved,Waltham Forest,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Aug-12,Murder,Solved,Lambeth,Black
1,25 to 34,Male Victim,Not known/Not Recorded,0,Aug-12,Murder,Solved,Redbridge,Asian
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Aug-12,Murder,Solved,Hammersmith & Fulham,White
1,55 to 64,Male Victim,Knife or Sharp Implement,1,Sep-12,Murder,Solved,Enfield,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Sep-12,Murder,Solved,Brent,Black
1,35 to 44,Male Victim,Other Methods of Killing,0,Sep-12,Manslaughter,Unsolved,Lambeth,White
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Sep-12,Murder,Solved,Southwark,Black
1,0 to 12,Unknown,Not known/Not Recorded,0,Sep-12,Murder,Solved,Wandsworth,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Sep-12,Murder,Solved,Lewisham,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Sep-12,Murder,Solved,Southwark,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Sep-12,Murder,Solved,Lambeth,Black
1,25 to 34,Female Victim,Knife or Sharp Implement,1,Sep-12,Murder,Solved,Brent,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Oct-12,Murder,Solved,Haringey,White
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Oct-12,Murder,Solved,Southwark,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Oct-12,Murder,Solved,Greenwich,Black
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Oct-12,Murder,Unsolved,Enfield,Black
1,65 and over,Female Victim,Blunt Implement,0,Oct-12,Murder,Solved,Hounslow,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Oct-12,Murder,Solved,Kingston Upon Thames,Black
1,65 and over,Male Victim,Knife or Sharp Implement,0,Oct-12,Murder,Solved,Hammersmith & Fulham,White
1,45 to 54,Male Victim,Knife or Sharp Implement,1,Oct-12,Murder,Solved,Waltham Forest,Asian
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Nov-12,Murder,Solved,Redbridge,Black
1,45 to 54,Male Victim,Not known/Not Recorded,0,Nov-12,Manslaughter,Unsolved,Squads etc,White
1,20 to 24,Female Victim,Knife or Sharp Implement,1,Nov-12,Murder,Solved,Enfield,Black
1,20 to 24,Male Victim,Blunt Implement,0,Nov-12,Murder,Solved,Lewisham,Asian
1,65 and over,Male Victim,Knife or Sharp Implement,0,Nov-12,Murder,Solved,Hammersmith & Fulham,White
1,20 to 24,Male Victim,"Physical Assault, no weapon",0,Nov-12,Murder,Solved,Richmond Upon Thames,White
1,13 to 19,Male Victim,Other Methods of Killing,0,Nov-12,Manslaughter,Solved,Redbridge,White
1,35 to 44,Male Victim,Shooting,0,Nov-12,Murder,Solved,Greenwich,Black
1,65 and over,Female Victim,Other Methods of Killing,0,Nov-12,Murder,Solved,Ealing,White
1,25 to 34,Female Victim,Blunt Implement,1,Nov-12,Murder,Solved,Hackney,White
1,35 to 44,Male Victim,Other Methods of Killing,0,Nov-12,Murder,Solved,Camden,White
1,55 to 64,Male Victim,Not known/Not Recorded,0,Nov-12,Murder,Solved,Ealing,Black
1,55 to 64,Male Victim,"Physical Assault, no weapon",0,Nov-12,Murder,Solved,Camden,White
1,45 to 54,Male Victim,Other Methods of Killing,0,Dec-12,Murder,Unsolved,Wandsworth,White
1,25 to 34,Male Victim,"Physical Assault, no weapon",0,Dec-12,Murder,Solved,Southwark,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Dec-12,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Male Victim,Not known/Not Recorded,0,Dec-12,Murder,Solved,Havering,White
1,25 to 34,Female Victim,Knife or Sharp Implement,1,Dec-12,Murder,Solved,Croydon,White
1,45 to 54,Male Victim,"Physical Assault, no weapon",0,Dec-12,Murder,Unsolved,Islington,White
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Dec-12,Murder,Solved,Tower Hamlets,Black
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Dec-12,Murder,Solved,Brent,Black
1,55 to 64,Male Victim,Blunt Implement,0,Dec-12,Manslaughter,Solved,Bromley,White
1,65 and over,Female Victim,Knife or Sharp Implement,1,Dec-12,Murder,Solved,Wandsworth,White
1,65 and over,Female Victim,"Physical Assault, no weapon",1,Dec-12,Murder,Solved,Ealing,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Dec-12,Murder,Solved,Southwark,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Dec-12,Murder,Solved,Hounslow,Black
1,25 to 34,Female Victim,"Physical Assault, no weapon",1,Jan-13,Murder,Solved,Croydon,Black
1,20 to 24,Female Victim,Blunt Implement,1,Jan-13,Murder,Solved,Lambeth,White
1,35 to 44,Male Victim,Blunt Implement,0,Jan-13,Manslaughter,Solved,Enfield,White
1,35 to 44,Male Victim,Not known/Not Recorded,0,Jan-13,Murder,Solved,Lambeth,White
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,Jan-13,Murder,Solved,Hackney,White
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Jan-13,Murder,Solved,Havering,White
1,65 and over,Female Victim,Knife or Sharp Implement,1,Jan-13,Murder,Solved,Barnet,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Jan-13,Murder,Solved,Westminster,Other.
1,35 to 44,Male Victim,Knife or Sharp Implement,1,Jan-13,Murder,Solved,Greenwich,White
1,35 to 44,Male Victim,Other Methods of Killing,0,Feb-13,Manslaughter,Solved,Havering,White
1,65 and over,Female Victim,Knife or Sharp Implement,1,Feb-13,Murder,Solved,Lewisham,Black
1,35 to 44,Female Victim,Knife or Sharp Implement,1,Feb-13,Murder,Solved,Hackney,White
1,13 to 19,Male Victim,Shooting,0,Feb-13,Murder,Solved,Hackney,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Feb-13,Murder,Solved,Wandsworth,Black
1,55 to 64,Male Victim,Other Methods of Killing,0,Feb-13,Murder,Solved,Ealing,White
1,25 to 34,Male Victim,Other Methods of Killing,0,Feb-13,Murder,Solved,Ealing,White
1,0 to 12,Male Victim,Not known/Not Recorded,0,Mar-13,Murder,Solved,Squads etc,Black
1,65 and over,Male Victim,Not known/Not Recorded,0,Mar-13,Murder,Solved,Westminster,White
1,35 to 44,Male Victim,Other Methods of Killing,0,Mar-13,Corporate Manslaughter,Unsolved,Westminster,White
1,55 to 64,Male Victim,Blunt Implement,0,Mar-13,Murder,Solved,Westminster,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Mar-13,Murder,Solved,Haringey,Black
1,0 to 12,Male Victim,Not known/Not Recorded,0,Mar-13,Murder,Solved,Lambeth,Black
1,25 to 34,Female Victim,Knife or Sharp Implement,1,Mar-13,Murder,Solved,Barking & Dagenham,Black
1,45 to 54,Male Victim,"Physical Assault, no weapon",0,Mar-13,Murder,Solved,Islington,White
1,13 to 19,Male Victim,Shooting,0,Apr-13,Murder,Solved,Enfield,Black
1,0 to 12,Female Victim,Other Methods of Killing,0,Apr-13,Murder,Solved,Hillingdon,Asian
1,20 to 24,Male Victim,Shooting,0,Apr-13,Murder,Solved,Lewisham,Black
1,0 to 12,Female Victim,Other Methods of Killing,0,Apr-13,Murder,Solved,Hillingdon,Asian
1,25 to 34,Male Victim,Shooting,0,Apr-13,Murder,Solved,Enfield,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Apr-13,Murder,Solved,Hackney,Black
1,45 to 54,Male Victim,Knife or Sharp Implement,1,Apr-13,Murder,Solved,Greenwich,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,May-13,Murder,Solved,Squads etc,Black
1,13 to 19,Male Victim,Shooting,0,May-13,Murder,Solved,Bromley,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,May-13,Murder,Solved,Squads etc,Black
1,55 to 64,Female Victim,"Physical Assault, no weapon",1,May-13,Murder,Solved,Camden,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,May-13,Murder,Solved,Greenwich,White
1,65 and over,Female Victim,"Physical Assault, no weapon",0,May-13,Murder,Solved,Tower Hamlets,White
1,55 to 64,Male Victim,Blunt Implement,0,May-13,Murder,Solved,Lambeth,White
1,65 and over,Female Victim,Other Methods of Killing,0,May-13,Murder,Solved,Lewisham,White
1,55 to 64,Male Victim,"Physical Assault, no weapon",0,May-13,Murder,Solved,Squads etc,White
1,65 and over,Female Victim,"Physical Assault, no weapon",1,Jun-13,Murder,Solved,Newham,White
1,55 to 64,Female Victim,Shooting,1,Jun-13,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jun-13,Murder,Solved,Kingston Upon Thames,White
1,35 to 44,Male Victim,Other Methods of Killing,0,Jun-13,Manslaughter,Solved,Croydon,White
1,65 and over,Male Victim,Knife or Sharp Implement,1,Jun-13,Murder,Solved,Newham,Asian
1,55 to 64,Male Victim,Knife or Sharp Implement,0,Jun-13,Murder,Solved,Greenwich,White
1,45 to 54,Male Victim,Other Methods of Killing,0,Jun-13,Manslaughter,Solved,Lambeth,Asian
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Jun-13,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Jun-13,Murder,Solved,Islington,Black
1,25 to 34,Male Victim,Other Methods of Killing,0,Jun-13,Murder,Solved,Squads etc,White
1,35 to 44,Female Victim,Knife or Sharp Implement,1,Jul-13,Murder,Solved,Wandsworth,White
1,35 to 44,Female Victim,"Physical Assault, no weapon",1,Jul-13,Murder,Solved,Newham,Asian
1,45 to 54,Male Victim,Other Methods of Killing,0,Jul-13,Murder,Solved,Hackney,Black
1,35 to 44,Female Victim,"Physical Assault, no weapon",1,Jul-13,Murder,Solved,Hillingdon,Asian
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Jul-13,Murder,Solved,Enfield,Black
1,45 to 54,Male Victim,Other Methods of Killing,0,Jul-13,Manslaughter,Solved,Newham,Black
1,35 to 44,Male Victim,Other Methods of Killing,0,Jul-13,Manslaughter,Solved,Ealing,Asian
1,20 to 24,Female Victim,Other Methods of Killing,1,Jul-13,Murder,Solved,Southwark,White
1,25 to 34,Female Victim,Not known/Not Recorded,0,Jul-13,Murder,Solved,Barnet,White
1,45 to 54,Male Victim,Not known/Not Recorded,0,Jul-13,Murder,Solved,Waltham Forest,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Jul-13,Murder,Solved,Tower Hamlets,White
1,25 to 34,Female Victim,Knife or Sharp Implement,1,Jul-13,Murder,Solved,Lambeth,Black
1,25 to 34,Female Victim,Knife or Sharp Implement,1,Jul-13,Murder,Solved,Waltham Forest,Black
1,25 to 34,Female Victim,Knife or Sharp Implement,1,Aug-13,Murder,Solved,Newham,Asian
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Aug-13,Murder,Solved,Barnet,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Aug-13,Murder,Solved,Ealing,White
1,35 to 44,Male Victim,Knife or Sharp Implement,1,Aug-13,Murder,Solved,Ealing,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Aug-13,Murder,Solved,Tower Hamlets,Asian
1,20 to 24,Female Victim,Knife or Sharp Implement,1,Aug-13,Murder,Solved,Lewisham,White
1,0 to 12,Female Victim,Not known/Not Recorded,0,Aug-13,Murder,Solved,Haringey,Asian
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Aug-13,Murder,Solved,Hackney,Black
1,20 to 24,Female Victim,Shooting,0,Aug-13,Murder,Solved,Camden,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Aug-13,Murder,Unsolved,Ealing,Asian
1,0 to 12,Female Victim,Not known/Not Recorded,0,Aug-13,Murder,Solved,Redbridge,Asian
1,13 to 19,Male Victim,Other Methods of Killing,0,Sep-13,Manslaughter,Solved,Bromley,White
1,25 to 34,Female Victim,Not known/Not Recorded,1,Sep-13,Murder,Unsolved,Waltham Forest,Asian
1,65 and over,Female Victim,Knife or Sharp Implement,0,Sep-13,Murder,Solved,Redbridge,White
1,35 to 44,Male Victim,Knife or Sharp Implement,0,Sep-13,Murder,Solved,Haringey,Black
1,35 to 44,Female Victim,Knife or Sharp Implement,1,Sep-13,Murder,Solved,Newham,Asian
1,13 to 19,Male Victim,Shooting,0,Sep-13,Murder,Solved,Hammersmith & Fulham,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Sep-13,Murder,Solved,Croydon,Black
1,65 and over,Female Victim,Blunt Implement,1,Oct-13,Murder,Solved,Barnet,Other.
1,35 to 44,Male Victim,Knife or Sharp Implement,1,Oct-13,Murder,Solved,Islington,Black
1,45 to 54,Male Victim,Other Methods of Killing,0,Oct-13,Manslaughter,Solved,Squads etc,Asian
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Oct-13,Murder,Solved,Hammersmith & Fulham,White
1,0 to 12,Female Victim,Not known/Not Recorded,0,Oct-13,Manslaughter,Unsolved,Hammersmith & Fulham,Asian
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Oct-13,Murder,Solved,Wandsworth,White
1,55 to 64,Female Victim,"Physical Assault, no weapon",1,Oct-13,Murder,Solved,Brent,Asian
1,0 to 12,Female Victim,Not known/Not Recorded,0,Oct-13,Murder,Solved,Sutton,White
1,20 to 24,Female Victim,Knife or Sharp Implement,0,Oct-13,Murder,Solved,Redbridge,White
1,45 to 54,Male Victim,Other Methods of Killing,0,Nov-13,Manslaughter,Solved,Hackney,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Nov-13,Murder,Solved,Brent,Black
1,20 to 24,Female Victim,Other Methods of Killing,1,Nov-13,Murder,Solved,Bromley,White
1,25 to 34,Male Victim,Not known/Not Recorded,0,Nov-13,Murder,Unsolved,Croydon,White
1,65 and over,Female Victim,"Physical Assault, no weapon",0,Nov-13,Murder,Solved,Wandsworth,White
1,35 to 44,Female Victim,"Physical Assault, no weapon",1,Nov-13,Murder,Solved,Ealing,Asian
1,35 to 44,Female Victim,Blunt Implement,0,Nov-13,Murder,Solved,Richmond Upon Thames,White
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Nov-13,Murder,Solved,Tower Hamlets,White
1,45 to 54,Male Victim,"Physical Assault, no weapon",0,Dec-13,Murder,Solved,Squads etc,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Dec-13,Murder,Unsolved,Hackney,Black
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Dec-13,Murder,Solved,Enfield,Black
1,35 to 44,Male Victim,Not known/Not Recorded,0,Dec-13,Murder,Unsolved,Squads etc,White
1,20 to 24,Male Victim,Shooting,0,Dec-13,Murder,Unsolved,Enfield,Black
1,55 to 64,Female Victim,"Physical Assault, no weapon",0,Dec-13,Murder,Solved,Wandsworth,White
1,25 to 34,Male Victim,Knife or Sharp Implement,1,Dec-13,Murder,Solved,Barking & Dagenham,White
1,35 to 44,Female Victim,Other Methods of Killing,0,Dec-13,Murder,Solved,Haringey,White
1,65 and over,Female Victim,Knife or Sharp Implement,1,Dec-13,Murder,Solved,Westminster,Asian
1,25 to 34,Male Victim,Shooting,0,Dec-13,Murder,Solved,Westminster,Black
1,25 to 34,Female Victim,Knife or Sharp Implement,1,Dec-13,Murder,Solved,Ealing,Black
1,0 to 12,Female Victim,"Physical Assault, no weapon",0,Jan-14,Murder,Solved,Brent,Asian
1,0 to 12,Male Victim,"Physical Assault, no weapon",0,Jan-14,Murder,Solved,Brent,Asian
1,25 to 34,Female Victim,Knife or Sharp Implement,1,Jan-14,Murder,Solved,Newham,White
1,45 to 54,Female Victim,Blunt Implement,0,Jan-14,Murder,Solved,Kensington & Chelsea,White
1,13 to 19,Male Victim,Knife or Sharp Implement,0,Feb-14,Murder,Solved,Westminster,Other.
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Feb-14,Murder,Solved,Lambeth,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Feb-14,Murder,Solved,Ealing,White
1,65 and over,Male Victim,Other Methods of Killing,0,Feb-14,Manslaughter,Solved,Wandsworth,Asian
1,35 to 44,Female Victim,Knife or Sharp Implement,1,Feb-14,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Male Victim,Knife or Sharp Implement,0,Feb-14,Murder,Solved,Newham,Asian
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Feb-14,Murder,Solved,Hillingdon,White
1,25 to 34,Female Victim,Other Methods of Killing,1,Feb-14,Manslaughter,Unsolved,Brent,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Feb-14,Murder,Solved,Squads etc,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Mar-14,Murder,Solved,Waltham Forest,Black
1,65 and over,Male Victim,"Physical Assault, no weapon",0,Mar-14,Murder,Solved,Bromley,White
1,20 to 24,Male Victim,Knife or Sharp Implement,0,Mar-14,Murder,Solved,Waltham Forest,Black
1,35 to 44,Male Victim,"Physical Assault, no weapon",0,Mar-14,Murder,Solved,Squads etc,White
1,45 to 54,Female Victim,Knife or Sharp Implement,0,Mar-14,Murder,Solved,Harrow,White
1,35 to 44,Female Victim,Knife or Sharp Implement,1,Mar-14,Murder,Solved,Haringey,Black
1,13 to 19,Female Victim,Shooting,0,Mar-14,Murder,Solved,Hackney,Black
1,20 to 24,Male Victim,Knife or Sharp Implement,1,Mar-14,Murder,Solved,Barking & Dagenham,Asian
1,55 to 64,Male Victim,"Physical Assault, no weapon",0,Mar-14,Murder,Solved,Lewisham,White
1,35 to 44,Male Victim,Not known/Not Recorded,0,Mar-14,Murder,Solved,Barking & Dagenham,White
1,0 to 12,Female Victim,Knife or Sharp Implement,0,Mar-14,Murder,Solved,Hackney,Black
1,45 to 54,Female Victim,Knife or Sharp Implement,1,Mar-14,Murder,Solved,Hackney,Black
1,55 to 64,Female Victim,Knife or Sharp Implement,1,Apr-14,Murder,Solved,Hackney,White
1,45 to 54,Male Victim,Knife or Sharp Implement,0,Apr-14,Murder,Solved,Richmond Upon Thames,White
1,0 to 12,Female Victim,Not known/Not Recorded,0,Apr-14,Murder,Solved,Kingston Upon Thames,White
